,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSRNOG00000005448,1367.8410045966668,-3.161474247367786,0.8970796870980329,-3.5241844095197976,0.00042478850049547644,0.03792465496940566
ENSRNOG00000005471,23.281443836608176,-3.48092505394629,0.9080988126547873,-3.833200754629287,0.00012648664516971183,0.015514118983245777
ENSRNOG00000005473,71.0335568833351,6.449878491634895,1.2356265306120866,5.219925545334355,1.7899507587146583e-07,0.00011745656878685588
ENSRNOG00000005483,1173.4261447498843,-2.9885622962722436,0.7891490322555682,-3.787069582700051,0.00015243442302537163,0.018008178763418235
ENSRNOG00000005791,36.48772948517455,3.5377705682151643,0.9126742172492441,3.876268772966802,0.00010607051400540559,0.013515237143756726
ENSRNOG00000005841,48.527768152489784,-5.039460535062475,1.179313063682692,-4.27321691775849,1.9267285179076334e-05,0.0037740873237342956
ENSRNOG00000005944,270.250276721731,-3.5787349907372796,0.7848588548444706,-4.5597179271761545,5.122237634031382e-06,0.0013719234022250583
ENSRNOG00000006063,392.1563135000443,5.733559060276083,1.0585394722318622,5.416481114480543,6.078340755995673e-08,5.698010291549087e-05
ENSRNOG00000006132,264.2414731686461,-2.7746400721580744,0.7485297996708158,-3.706786387633852,0.00020990584530604926,0.02239678303899667
ENSRNOG00000006157,46.08648404937307,-2.810572669818422,0.8224689466408552,-3.4172386462703805,0.0006325980036523383,0.04771388620651315
ENSRNOG00000006517,13.55488566639464,3.065708717120057,0.7803081695853001,3.9288435474786167,8.535534622846895e-05,0.011315187514165922
ENSRNOG00000006666,44.50400174104746,3.4643365292678823,0.7835737272389485,4.421200467599959,9.815405737322268e-06,0.0021833455067223296
ENSRNOG00000006676,67.8456934963388,2.074356255236259,0.6080961445841324,3.411230730059766,0.0006467034172823952,0.04835627092097862
ENSRNOG00000006705,87.65230485671391,-2.825622185643249,0.6694915963042225,-4.220549146907085,2.4370791613011902e-05,0.0045691752732738315
ENSRNOG00000006992,38.01594548406165,2.8970875972545285,0.7248265042685393,3.9969393781731704,6.416672489019935e-05,0.009254110961087652
ENSRNOG00000007354,121.27414732395232,-1.9198958358754918,0.5015496905398595,-3.8279274657889797,0.00012922682432605793,0.01570345224495541
ENSRNOG00000007500,347.2021597335977,-3.02194026277261,0.7551157133586988,-4.001956533696331,6.282084119174184e-05,0.009160674664449111
ENSRNOG00000007576,20.700699175440256,-3.1686963031916213,0.914587285280414,-3.4646188004025156,0.0005309835535710062,0.043062278185126354
ENSRNOG00000007714,25.68603765059673,-3.085170718499626,0.8482009011143691,-3.6373112955271787,0.00027549889328655757,0.027723592385946242
ENSRNOG00000007988,54.53856154666901,3.5919808856278426,0.7016632772866486,5.119237391926983,3.067736117749514e-07,0.00018256647212514508
ENSRNOG00000008090,912.3922495634092,2.049263630399835,0.4554152951591782,4.4997690068436755,6.802734358201264e-06,0.0016445219817098644
ENSRNOG00000008103,431.36413919841897,4.816025773622799,1.3257746722441763,3.6326125958271445,0.00028056608518862205,0.02789507046981421
ENSRNOG00000008147,36.13065486725848,-3.537767681178506,0.9346214305962206,-3.785241345174021,0.00015355947764715794,0.018008178763418235
ENSRNOG00000008250,17.65231133946573,-2.3646401650600355,0.674082088714235,-3.5079409535571897,0.0004515892691299822,0.039511050453745915
ENSRNOG00000008600,240.6827191082798,-2.47825654230244,0.731706184297443,-3.3869558512505527,0.0007067275957014915,0.04986609121498051
ENSRNOG00000008876,115.97254255527241,-4.93702204252981,0.872648993021181,-5.657511877069201,1.5358319169871015e-08,1.8323870980489744e-05
ENSRNOG00000008894,214.75452874391328,2.8885409781428266,0.7962752854094163,3.627565781672656,0.0002861058955781277,0.028021296817666776
ENSRNOG00000009699,1696.9624641942426,2.0869317039636415,0.585102606839515,3.566779022292164,0.0003613959817341291,0.03316755849145951
ENSRNOG00000009785,92.20167698211678,4.7184532720784755,0.9310977138162435,5.067624162386983,4.0281174975885235e-07,0.00019157278660822424
ENSRNOG00000009860,215.3096232104871,-3.8578673929894336,0.7805341859814562,-4.942598879430873,7.708798523290998e-07,0.000300569329133433
ENSRNOG00000009864,266.55730118755287,2.786556396010609,0.7290798057936689,3.822018349523742,0.00013236383763925083,0.01593709179061952
ENSRNOG00000010818,722.6060818208308,-2.8986873161012965,0.5532629144764978,-5.2392582988217455,1.6122324997655073e-07,0.00011639570027656745
ENSRNOG00000011244,37.04591817956797,3.039246333632233,0.8877981532002425,3.4233528450996134,0.0006185373153496729,0.04747183465876671
ENSRNOG00000011529,121.31603801858974,-2.597009953383751,0.5857620348774231,-4.433557995828806,9.269055854659287e-06,0.0020973636040784224
ENSRNOG00000011546,301.00810864283244,-8.556624985592736,1.1009955927318813,-7.7717159288179625,7.742994496647957e-15,5.0809529887003894e-11
ENSRNOG00000011556,314.2061861186941,5.282198750050534,0.8873398287763462,5.9528475773873,2.6351669932695105e-09,3.8426590688521175e-06
ENSRNOG00000011670,73.41466923867898,2.5662184823379435,0.6377080934975861,4.024127196290096,5.718700465029655e-05,0.008528661920801045
ENSRNOG00000011857,82.37896603759657,4.008475698234484,0.7662786084719669,5.231094348604836,1.6850947159820037e-07,0.00011639570027656745
ENSRNOG00000011888,128.78608586273108,-4.7416643042826845,1.3252690054479788,-3.5778881757518106,0.00034638157575331844,0.03270440144019102
ENSRNOG00000011971,116.15188922613326,6.1563703521298265,1.2460681037659573,4.94063713975472,7.786770184803964e-07,0.000300569329133433
ENSRNOG00000012107,104.9633181431902,-2.8745941940791035,0.6938514259274694,-4.142953500796861,3.428614821210791e-05,0.005920676435996107
ENSRNOG00000012112,96.49499176166573,2.70259466731262,0.7693392651539481,3.512877594739454,0.00044328164248863685,0.039308299162303176
ENSRNOG00000012159,431.6275390727062,-4.092439850334814,0.6864304502562407,-5.961914785113522,2.4929915628936854e-09,3.8426590688521175e-06
ENSRNOG00000012200,118.6259084505387,2.904231472953746,0.6453207242156364,4.500446621304054,6.781083229021682e-06,0.0016445219817098644
ENSRNOG00000012206,50.733288392100754,-2.6372429769381154,0.7252817759842946,-3.636163301303221,0.0002767289395427429,0.027723592385946242
ENSRNOG00000012214,28.74116197600746,-2.7024277544985296,0.7592876736718606,-3.5591618937125418,0.000372040152837085,0.03390732615162433
ENSRNOG00000012353,104.97329733447692,2.3521812228836554,0.6046616531165174,3.890078378147776,0.00010021184957823202,0.012893924645732519
ENSRNOG00000012464,184.5095793993661,-3.3206684686882975,0.9496502998892458,-3.4967276576183624,0.0004710024132408536,0.03990173613330566
ENSRNOG00000012586,52.60608542419376,3.2059564755071905,0.8578789859814864,3.7370730929366505,0.00018617481609665187,0.02036131905377049
ENSRNOG00000012949,134.52828607748575,-2.769239397089792,0.7481595371256653,-3.7014022540284133,0.0002144112527485799,0.022400895257847237
ENSRNOG00000013233,160.69546037580733,-2.848357389854091,0.6060088972011962,-4.700190711735425,2.5991863955760408e-06,0.0007257813245859566
ENSRNOG00000013716,54.968725193331885,3.934591508541042,0.8191400323439544,4.803319766075013,1.5605636233477318e-06,0.00048763897601941984
ENSRNOG00000013980,27.749984918699003,-2.0965179343120335,0.618477716489657,-3.3898035101594393,0.0006994273627512061,0.04986609121498051
ENSRNOG00000014488,18.367764081912295,3.9379061347701274,1.0410952274442717,3.782464880217615,0.00015528300768426797,0.018008178763418235
